UNIPROT	gene_name	significant	logpval	difference
Q8BQS4	Fam102b	+	0.0299842	0.950675
Q61043	Nin	+	0.0098260900000000009	1.1816
Q6PG16	Hjurp	NA	1	-0.49907
Q8BRH3	Arhgap19	NA	1	NA
Q8BH74	Nup107	+	0.0357175	0.276347
E9Q4Y4	Cep192	NA	0.543357	-0.220265
E9Q512	Trip11	+	0.0408435	-0.916863
E9Q5C9	Nolc1	+	0.0647604	-0.758567
P69566	Ranbp9	NA	0.41844	-0.146861
Q63943	Mef2d	NA	1	-0.434317
E9Q5F9	Setd2	NA	0.186352	-0.369067
E9Q5G3	Kif23	+	0.0266539	-0.725932
E9Q604	Itgam	NA	1	0.522985
E9Q5K9	Ythdc1	NA	0.556781	0.11116
Q9DBL1	Acadsb	+	0.012772500000000001	0.684782
B7ZN92	Itgal	+	0.0227716	0.582807
Q5SSH7	Zzef1	+	0.0134695	0.467564
E9QNL4	Chuk	NA	0.459407	-0.12267
E9Q6H8	Plekha5	+	0.00654194	0.838314
E9Q6J5	Bod1l	NA	0.286161	-0.152723
O08811	Ercc2	+	0.00591571	0.875201
E9Q6K3	Pibf1	NA	1	NA
Q8BYJ6	Tbc1d4	NA	0.325248	0.225936
A0A1W2P7C0	Utrn	NA	1	NA
Q5M956	Kctd1	NA	1	NA
E9Q6U4	Pfdn4	NA	1	NA
E9Q777	Akap11	NA	1	-0.629655
E9Q784	Zc3h13	NA	0.331551	-0.164619
Q924H2	Med15	+	0.0135385	-0.700019
E9Q7C4	Prr14l	NA	1	NA
E9Q7C9	Klc1	NA	0.688096	0.0921237
E9Q7E2	Arid2	NA	0.325277	-0.247853
E9Q7F2	Rnf169	NA	1	0.0200691
E9Q7G0	Numa1	NA	0.471946	0.109086
Q64520	Guk1	NA	1	-0.0727043
Q3U2U7	Mettl17	NA	0.25172	0.470841
E9Q7L1	Urb2	NA	0.319708	0.210924
Q8R2Q4	Gfm2	NA	0.984536	-0.025053
P21107	Tpm3	NA	1	NA
Q8CGU1	Calcoco1	NA	1	1.03507
O35609	Scamp3	NA	1	NA
E9Q8D0	Dnajc21	+	0.0100231	-0.781673
Q3UXZ9	Kdm5a	NA	1	0.671541
E9Q8I7	Nfxl1	NA	0.300912	0.212747
Q9D620	Rab11fip1	NA	0.392564	-0.289513
Q8BRT1	Clasp2	+	0.050424	-0.379407
Q99JY4	Trabd	NA	1	NA
Q3U214	Mast3	NA	1	0
E9Q8V6	Dennd4a	NA	0.244468	0.75293
Q8K4L3	Svil	NA	0.77253	-0.0562172
E9Q9B3	Spryd3	NA	0.419548	0.282372
A0A1Y7VME9	Kidins220	+	0.0575051	-0.365667
E9Q9D5	Rabl2	NA	1	NA
P54103	Dnajc2	NA	0.144345	-0.402936
Q6ZQB6	Ppip5k2	NA	0.235491	0.221867
Q3V1L4	Nt5c2	NA	0.110314	0.290158
E9Q9Q2	R3hdm1	NA	0.49517099999999997	-0.1504
Q6ZPL9	Ddx55	+	0.064124	0.40738
O35892	Sp100	NA	0.999859	NA
E9Q624	Zfp644	NA	0.30694	0.34843
Q9QXY9	Pex3	NA	0.999619	NA
Q9CYC3	Tmem39a	NA	0.999379	NA
E9QAB6	Ptar1	NA	0.809322	-0.0630042
Q7TQK5	Ccdc93	NA	0.445935	0.138941
E9QAE3	Btaf1	NA	0.386411	0.181183
Q7TQK0	Ccnt2	NA	1	0
Q6ZQ82	Arhgap26	+	0.00745455	0.44861
Q9WV60	Gsk3b	+	0.006725	-0.73895
Q6PDQ2	Chd4	NA	0.691292	-0.0813026
Q9CZM2	Rpl15	NA	0.310727	-0.213571
G5E8U5	Mrps10	NA	0.99914	NA
Q9R117	Tyk2	NA	0.9989	0.63169
Q3UMQ8	Naf1	NA	0.998661	NA
P56376	Acyp1	NA	0.998422	0.524776
E9QJV4	Prpf39	NA	0.460049	0.118557
Q9QXJ2	Stat2	+	0.0674646	0.250914
E9QK36	Wdr62	NA	0.998183	NA
Q7TNG5	Eml2	+	0.0216119	0.528603
E9QK83	Utp20	NA	0.790859	0.0503305
Q5PSV9	Mdc1	NA	0.627012	-0.177684
Q3UHX0	Nol8	+	0.0357637	-0.400901
Q9DBA9	Gtf2h1	+	0.0296735	-0.40201
Q9CWH5	Trmt11	NA	0.492248	-0.132458
Q6RT24	Cenpe	NA	0.997943	-1.04435
Q99NG0	Rad54l2	NA	0.97109	-0.0296459
Q9Z2Q2	Knop1	NA	0.997705	NA
Q91ZP3	Lpin1	NA	0.911657	-0.0657117
Q80TY5	Vps13b	NA	0.997466	NA
E9QL65	Cog3	NA	0.15394	0.330457
Q3UFF7	Lyplal1	NA	0.467983	0.188396
Q8C3R1	Brat1	NA	0.20418	0.248264
E9QLK7	Trrap	+	0.0135423	0.362726
Q8BZ98	Dnm3	NA	0.290221	0.411495
E9QLN8	Rnaseh1	NA	1	0
Q61409	Pde3b	+	0.00946809	1.04086
Q6PF93	Pik3c3	NA	0.623406	-0.103677
Q9JIY2	Cbll1	+	0.0356041	0.305097
Q9WUU8	Tnip1	NA	0.996989	0.160053
O70305	Atxn2	NA	0.597446	-0.133687
Q3TNH5	Fam172a	NA	0.99675	0.898496
Q8CES0	Naa30	NA	0.996512	NA
Q99PP7	Trim33	+	0.0894514	0.286257
Q99J72	Apobec3	NA	0.427991	0.339396
Q9QWY8	Asap1	+	0.00265672	0.716827
Q8CHY6	Gatad2a	+	0.0659602	-0.31917
Q05512	Mark2	+	0.0863179	-0.604842
Q4KML4	Abracl	NA	0.996273	-3.42855
Q8BLK9	Rps6kc1	NA	0.173585	0.426798
Q640N3	Arhgap30	NA	0.533173	0.102849
E9QN31	Nop2	+	0.00987379	-0.44608
Q4FJU9	Tmem40	NA	0.996035	0.695259
Q8CIM3	D2hgdh	+	0.00248951	0.962283
E9QN99	Abhd14b	NA	0.995797	NA
E9QNG1	Itsn2	NA	0.438577	0.12869
O70133	Dhx9	NA	1	0.0109177
Q8VD62	AI837181	+	0.0221146	0.794554
Q8VE65	Taf12	NA	0.995559	NA
Q80YQ2	Med23	NA	0.661655	-0.111137
Q8VDG7	Pafah2	+	0.0356066	0.767573
Q60751	Igf1r	NA	0.521208	-0.166065
Q9JLC8	Sacs	NA	0.995322	NA
Q7TPV2	Dzip3	NA	1	0
A0A0N4SVC2	Tra2a	NA	1	0
Q99MS7	Ehbp1l1	NA	1	0.0154432
G3UW74	Med16	NA	0.995084	0.183568
P55937	Golga3	NA	0.192613	-0.369443
E9QPA1	Ric1	NA	0.513931	0.196007
P59328	Wdhd1	+	0.040378	-1.15319
G5E8R3	Pcx	+	0.0154936	0.696603
E9QPI5	Pds5a	NA	0.547927	0.104621
A0A1L1SSL9	Atr	NA	0.184312	-0.433287
E9PXE2	Mcf2l	NA	0.994847	NA
Q9CXZ1	Ndufs4	NA	1	0
Q9Z2B5	Eif2ak3	NA	0.994609	NA
Q9Z2A0	Pdpk1	NA	0.694138	0.13016
Q925F4	Ubox5	NA	1	0
Q9R059	Fhl3	+	0.00389474	-0.755513
Q6DIC0	Smarca2	NA	0.302272	0.193806
O35207	Cdk2ap1	NA	0.339647	-0.515389
Q64705	Usf2	NA	0.994372	NA
Q9QZW0	Atp11c	+	0.00725697	0.821409
Q8VEH3	Arl8a	NA	0.959369	0.0280431
Q91WC9	Daglb	NA	0.994135	-0.66843
Q5HZJ0	Drosha	NA	0.302133	-0.337844
Q9JJK2	Lancl2	NA	0.99366	0.627714
Q8CIV2	Tmem259	NA	0.993424	-0.295664
P28028	Braf	NA	0.993187	NA
Q60739	Bag1	NA	0.99295	NA
Q8BX90	Fndc3a	NA	0.967077	0.035443
Q9CQE7	Ergic3	NA	0.168566	0.311521
Q810U5	Ccdc50	+	0.0970617	-0.3702
Q9D958	Spcs1	NA	0.992714	0.12376
Q8VBU8	Banp	NA	0.992477	NA
Q9R0Q3	Tmed2	+	0.031343	-0.497703
Q9ERI5	Jmjd6	NA	0.834431	-0.0585728
P68254	Ywhaq	NA	1	-0.0119871
F6WIU1	Kri1	+	0.0396335	-0.726248
Q8K4I3	Arhgef6	+	0.0214634	0.573558
Q6PE15	Abhd10	NA	0.992241	0.770002
P29037	Tbp	NA	0.707453	-0.13073
Q8VE62	Paip1	NA	0.992005	-0.249725
P59997	Kdm2a	NA	0.858579	-0.0387497
P62270	Rps18	+	0.0351303	-0.44664
Q9QYT7	Pigq	NA	0.991769	NA
Q6P7W0	Senp6	NA	0.991533	NA
O88286	Wiz	NA	0.976789	-0.0198339
Q9CR21	Ndufab1	NA	0.325615	0.240343
Q9QYP6	Azi2	NA	0.991297	NA
A0A0A0MQA6	Macf1	NA	1	0
Q9CWV0	Malsu1	NA	0.991061	NA
F7BGR7	Gm21992	NA	0.756375	0.0957801
F7BJB9	Morc3	NA	0.459432	0.09202
P50096	Impdh1	NA	0.126799	-0.302849
F8VPK0	Ttc37	NA	0.543714	0.11045
F8VPK3	Maz	NA	0.990825	NA
Q99MI1	Erc1	+	0.0112033	-0.669263
F8VPN4	Agl	+	0.00573023	-1.23975
F8VPP8	Zc3h7b	NA	0.854957	-0.0778666
F8VPQ2	Arid4a	NA	0.737874	0.153217
P48725	Pcnt	NA	0.3362	-0.253796
Q6A4J8	Usp7	NA	0.120247	0.214289
Q8C092	Taf5	+	0.0376781	0.329541
F8VPZ3	Usp32	NA	0.99059	NA
F8VQ05	Fryl	NA	1	0.00939941
Q8VI36	Pxn	NA	0.449325	0.147203
F8VQ29	Iqgap3	NA	0.990119	-2.06588
F8VQ54	Dicer1	+	0.0197329	-0.69257
F8VQ70	Scaper	NA	0.989884	0.22968
F8VQ93	Phip	NA	0.321748	0.275941
Q6Y685	Tacc1	+	0.0171721	0.412386
F8VQC1	Srp72	NA	0.265777	0.136663
Q61595	Ktn1	+	0.0462747	-0.329936
U3RF68	Slc4a7	NA	0.162625	-0.511333
A0A0G2JDW1	Agap3	NA	0.989649	-0.0177434
F8VQG7	N4bp2	NA	0.270145	-0.233367
F8VQJ3	Lamc1	NA	0.989414	NA
Q9WU42	Ncor2	+	0	-2.10667
Q9CZB0	Sdhc	+	0.0019661	0.876533
Q68FL4	Ahcyl2	NA	0.40562	0.169816
F8WGW3	Srbd1	+	0.0603125	0.377172
Q6PNC0	Dmxl1	NA	0.390706	0.237792
Q09014	Ncf1	+	0.00888172	0.512457
Q5IRJ6	Slc30a9	+	0.0241427	0.63419
P56135	Atp5j2	NA	0.989179	NA
Q7TPM1	Prrc2b	NA	0.988944	-0.986149
F8WI30	Snx7	NA	1	0.00623767
F8WI37	Kmt2c	NA	0.98871	NA
Q91W89	Man2c1	NA	0.235413	0.30389
F8WIE5	Hectd1	+	0.0142238	-0.8303
P10923	Spp1	NA	0.988475	NA
P14824	Anxa6	+	0.0142729	0.643923
Q9D1K7	1700037H04Rik	NA	0.988241	0.403276
Q5RJ54	Zscan26	NA	0.987772	NA
Q9Z1X9	Cdc45	NA	0.299824	-0.423839
Q3UMY5	Eml4	NA	0.439182	0.176373
Q9ESV0	Ddx24	+	0.00678261	-1.13719
Q60710	Samhd1	NA	0.152235	0.258133
F8WJF7	Traf7	NA	0.987538	0.0581102
Q8R3Q6	Ccdc58	NA	0.529034	0.116703
G3UVU2	Sf3a2	NA	0.239795	0.314304
Q6NZL6	Tonsl	NA	0.986837	NA
P84089	Erh	NA	0.190192	-0.479677
Q99K43	Prc1	+	0.0616787	-0.735643
G3UWD2	Runx1	NA	0.986603	1.3428
G3UWG2	Tiam1	NA	0.986136	0.362206
Q8R1U1	Cog4	NA	0.749413	0.0772228
Q8C3X4	Guf1	+	0.00986916	0.646413
G3UWZ0	Baz1a	+	0.0265036	-0.42122
P50171	Ke6	NA	1	0
O35613	Daxx	NA	0.985903	-0.330863
Q3U308	Ctu2	NA	0.98567	-0.0251303
G3UXL2	Prps1l3	NA	0.261428	-0.197433
P28704	Rxrb	NA	1	-0.0101369
G3UXW9	Gps1	NA	0.892999	-0.05782
Q91XH5	Spr	NA	0.845317	0.0867964
P97371	Psme1	NA	0.225163	0.149308
Q8CCS6	Pabpn1	NA	0.413065	-0.2324
P24860	Ccnb1	NA	0.985437	NA
O35280	Chek1	+	0.00246809	-1.71903
Q8R1F9	Rpp40	NA	1	-0.00773303
P62858	Rps28	+	0.0105812	-0.940823
Q6VNB8	Wdfy3	NA	0.985204	0.290634
P50431	Shmt1	NA	0.325358	-0.152674
G3X961	Klhdc4	+	0.0358002	-0.754597
Q8BWW9	Pkn2	NA	0.984971	0.0301876
G3UZ13	Mecom	NA	0.692565	0.13247
P97493	Txn2	NA	1	-0.00344276
O89090	Sp1	NA	0.539433	0.332435
G3X8Q1	Cabin1	NA	0.966854	-0.0241451
G3X8R1	Kptn	NA	0.49066	0.171577
Q80VJ2	Sra1	NA	0.111982	-0.33588
Q3UA37	Qrich1	NA	0.46127	-0.236791
Q0P678	Zc3h18	NA	0.769607	0.0552298
P16675	Ctsa	+	0.00590083	0.850307
G3X8U8	Parg	NA	0.728137	-0.104343
G3X8X0	Dhx16	NA	0.350733	0.199307
G3X8X7	Vps16	NA	0.109534	0.36403
G3X8Y3	Naa15	+	0.0254501	-0.35874
Q8K2D6	Dctd	NA	0.856035	-0.0600437
Q9DBR3	Armc8	NA	0.995633	-0.0141398
Q9JJ80	Rpf2	NA	0.815022	-0.0897865
G3X928	Sec23ip	+	0.0388492	-0.443623
G3X934	Wdr70	NA	0.191804	-0.231363
G3X940	Kat6a	NA	0.779404	0.0991685
G3X956	Supt16	NA	0.794977	-0.0514997
Q8CDM1	Atad2	+	0.00414286	-1.1258
A0A286YDI8	Sec24c	NA	0.204894	0.161013
G3X9B1	Heatr1	NA	0.489411	-0.111493
Q8VD26	Tmem143	NA	0.984506	NA
G3X9H5	Htt	NA	0.136751	0.265947
Q8R1S4	Mtss1	NA	0.984273	NA
Q91VU0	Fam3c	+	0.0265589	-0.49413
G3X9J0	Sipa1l3	NA	0.984041	NA
G3X9K3	Arfgef1	NA	0.406511	0.336973
Q8QZZ7	Tprkb	NA	0.983808	0.314066
Q9DCX2	Atp5h	+	0.0151475	0.431204
Q9ER88	Dap3	NA	0.150204	-0.327864
Q99J78	Def8	NA	0.983576	0.509584
P97372	Psme2	NA	0.444989	-0.175917
P49117	Nr2c2	NA	0.983344	0.29544
E9Q735	Ube4a	+	0.07913	0.369891
Q8R060	Zwilch	NA	0.299742	-0.333357
G3X9Z4	Pcf11	NA	0.870892	-0.050043700000000003
Q62448	Eif4g2	+	0.0271784	-0.377052
G3XA30	Nsmce4a	NA	0.48413	0.142323
G5E814	Ndufa11	NA	0.983112	0.233784
G5E829	Atp2b1	+	0.0355675	0.45278
Q62120	Jak2	NA	0.98288	NA
G5E866	Sf3b1	NA	0.533732	-0.0985718
G5E870	Trip12	NA	0.654037	-0.111654
G5E881	Tamm41	NA	0.446325	0.261163
Q923Z3	Mto1	NA	0.945941	0.0310364
G5E895	Akr1b10	+	0.00984988	1.06226
Q3UJB9	Edc4	+	0.0208982	0.393253
G5E8A0	Osbpl11	NA	0.232448	0.285243
G5E8B9	Zbtb11	NA	0.982648	NA
Q2VPU4	Mlxip	NA	0.982417	NA
Q8CGZ0	Cherp	NA	0.66623	-0.17346
O35516	Notch2	+	0.0136655	-0.524371
Q8K1X1	Wdr11	NA	1	-5.59489e-4
Q8CFE4	Scyl2	NA	0.982081	-0.0215403
P52912	Tia1	NA	0.371015	0.191287
G5E8L8	Map3k2	NA	0.982185	NA
P35330	Icam2	+	0.00743202	0.645647
G5E8P0	Tubgcp6	NA	1	0
P58771	Tpm1	NA	0.981954	0.28796
Q922D4	Ppp6r3	NA	0.429767	0.10633
Q6P5G6	Ubxn7	+	0.0389486	0.48781
Q9JJT9	Phax	+	0.0102484	-0.688387
G5E8V9	Arfip1	NA	0.456014	0.1042
O88876	Dhrs3	NA	1	0
Q8R081	Hnrnpl	+	0.0314261	0.317902
Q8BW56	Gtdc1	NA	0.981722	NA
Q3V209	Tmub2	NA	0.981491	-0.582399
Q8R088	Golph3l	NA	0.98126	0.125364
Q60875	Arhgef2	+	0.0751829	-0.30855
Q64FW2	Retsat	NA	0.981029	NA
Q6NVF9	Cpsf6	+	0.0778015	0.259496
Q8R2K4	Taf6l	NA	0.980798	NA
P53564	Cux1	NA	0.648576	-0.0724525
Q8R1J9	Tor2a	NA	0.980568	NA
Q9R0P3	Esd	NA	0.340007	0.195863
Q4KWH5	Plch1	NA	0.980337	0.16298
Q80YV2	Zc3hc1	NA	0.353702	0.206461
O08784	Tcof1	NA	0.461279	0.172153
Q80XR2	Atp2c1	NA	1	0
Q8R0K4	Ccdc137	+	0.00578138	-0.996573
Q3UYR4	Espnl	NA	0.979876	0.4629
H3BLL2	Atpaf1	NA	0.979646	NA
Q921G6	Lrch4	NA	0.51276	0.119537
Q9JKC8	Ap3m1	+	0.0475872	0.477393
Q8C8T8	Tsr2	NA	0.979415	NA
Q4VGL6	Rc3h1	NA	0.481183	-0.226995
Q8BMZ5	Tsen34	NA	0.197469	0.350462
Q6A065	Cep170	NA	0.656417	-0.135736
Q8K3Z9	Pom121	NA	0.979185	-0.126256
Q6ZPG2	Wdr90	NA	0.978955	NA
P47934	Crat	+	0.0314951	1.17619
Q6PDM2	Srsf1	NA	0.291281	-0.179143
Q9QX47	Son	NA	0.815117	-0.0718664
Q99JN2	Klhl22	+	0.0357086	-0.567324
P83093	Stim2	NA	1	-0.00601641
Q9Z2C4	Mtmr1	NA	0.978725	NA
Q6ZWV3	Rpl10	NA	0.662296	-0.096089
Q8C827	Zfp62	NA	0.914075	0.03545
Q9CR70	Lage3	NA	0.978495	-0.0358454
O55143	Atp2a2	NA	0.584813	-0.13794
J3QK52	Noc2l	NA	0.79637	-0.0832869
Q80UU1	Ankzf1	NA	0.978036	0.204323
J3QN89	Aamp	+	0.0759452	-0.424764
Q8BIH0	Sap130	NA	0.17917	0.29716
Q3TIR1	Trappc13	NA	0.371522	-0.188226
P54254	Atxn1	+	0.006171	0.786732
Q6P4S8	Ints1	+	0.0137263	0.315104
Q8CFE3	Rcor1	NA	0.794592	0.0757809
P18572	Bsg	NA	0.31231	-0.19535
Q8BH60	Gopc	+	0.0335155	-0.635923
Q6URW6	Myh14	NA	0.977807	NA
A2AGT5	Ckap5	+	0	-1.04099
Q9Z1G4	Atp6v0a1	NA	0.977577	NA
Q9D8M7	Phf10	NA	0.977348	NA
Q6ZQK0	Ncapd3	+	0.0174361	-0.482637
Q5ND34	Wdr81	NA	0.977119	0.524145
Q91VL6	Zfp825	NA	0.97689	0.414073
L7N451	Gvin1	NA	0.976661	NA
L7N466	Mthfsl	NA	0.976432	NA
Q8BFS9	Asnsd1	NA	0.848755	0.0555064
P59110	Senp1	NA	0.148967	0.530797
Q8CGI1	Fam193a	NA	0.976203	-0.264456
O08528	Hk2	NA	0.64482	-0.117793
O08529	Capn2	NA	0.637321	-0.22195
O08538	Angpt1	NA	0.987927	-0.0390091
O08547	Sec22b	+	0.0480757	0.394717
O08553	Dpysl2	+	0.045389	0.371171
O08579	Emd	NA	0.975975	-0.254046
O08582	Gtpbp1	NA	0.811284	-0.0726535
O08583	Alyref	+	0.0994733	0.269716
O08586	Pten	NA	0.120115	0.434176
O08599	Stxbp1	NA	0.580834	-0.177044
O08648	Map3k4	NA	0.825789	0.0754776
O08663	Metap2	+	0.0029	-0.929821
O08664	Bcl7c	NA	0.975746	NA
O08692	Ngp	+	0.00438647	1.97047
O08709	Prdx6	NA	0.536863	-0.124766
O08715	Akap1	NA	0.215181	-0.314402
O08734	Bak1	NA	0.975518	0.86097
O08738	Casp6	NA	0.196649	0.468874
O08739	Ampd3	NA	1	0
O08749	Dld	NA	0.318751	0.345273
O08750	Nfil3	NA	0.975289	NA
O08759	Ube3a	NA	0.639846	0.0788498
O08760	Ogg1	NA	0.975061	0.28806
O08789	Mnt	NA	0.974833	NA
O08795	Prkcsh	NA	0.481786	-0.258666
O08796	Eef2k	NA	0.957498	-0.0415837
O08807	Prdx4	NA	0.974605	0.417615
O08810	Eftud2	NA	0.823171	0.0516974
O08856	Ell	NA	0.974377	-0.666717
O08908	Pik3r2	NA	0.97415	NA
O08911	Mapk12	NA	0.365109	0.275613
O08912	Galnt1	NA	0.195313	-0.208544
O08914	Faah	NA	0.229953	0.285107
O08915	Aip	NA	0.949029	-0.046203
O08917	Flot1	NA	0.201685	-0.375586
O08992	Sdcbp	+	0.0790067	0.274169
O08997	Atox1	NA	0.973922	-0.22027
O09005	Degs1	NA	0.180009	-0.397848
O09043	Napsa	NA	0.973694	0.571323
O09044	Snap23	NA	0.227905	-0.197412
O09053	Wrn	+	0.0984342	0.47771
O09061	Psmb1	NA	0.447347	0.149153
O09100	Gata2	NA	0.973467	0.37538
O09106	Hdac1	NA	0.684478	0.10084
O09110	Map2k3	+	0.00194958	0.74094
O09111	Ndufb11	+	0.075068	0.46253
O09126	Sema4d	NA	0.595469	-0.165227
O09130	Nfatc2ip	NA	1	-0.0148799
O09131	Gsto1	NA	0.427122	0.154879
O09159	Man2b1	+	0.00225243	0.953383
O09172	Gclm	+	0.00588652	0.63208
O09174	Amacr	NA	0.872517	0.063345
O35047	Psmc3ip	NA	0.973012	-0.523977
O35114	Scarb2	NA	0.972785	NA
O35126	Atn1	NA	0.624414	0.15359
O35129	Phb2	+	0.0775542	0.38991
O35130	Emg1	NA	0.303854	0.19034
O35134	Polr1a	+	0.0059749	-0.566512
O35177	Nedd9	NA	0.972558	-0.343295
O35215	Ddt	NA	0.260019	0.185919
O35218	Cpsf2	NA	0.267193	0.203107
O35226	Psmd4	NA	0.77601	-0.0610231
O35239	Ptpn9	NA	0.972331	0.103515
O35242	Nsmaf	NA	0.804846	0.0567862
O35286	Dhx15	NA	0.233765	0.147812
O35295	Purb	NA	0.321582	0.366647
O35316	Slc6a6	NA	0.972105	-0.0919902
O35326	Srsf5	NA	0.993022	-0.0371526
O35344	Kpna3	NA	0.749567	-0.0804303
O35345	Kpna6	NA	0.971878	-0.00101471
O35350	Capn1	+	0.0173558	0.580203
O35379	Abcc1	NA	0.971347	0.0255127
O35381	Anp32a	+	0.0600593	0.333092
O35382	Exoc4	NA	0.231374	-0.24041
O35405	Pld3	+	0.00610526	1.22962
O35435	Dhodh	NA	0.386265	0.23083
O35459	Ech1	+	0.0220825	0.39419
O35465	Fkbp8	NA	0.626933	-0.142944
O35492	Clk3	NA	0.254338	-0.145466
O35495	Cdk14	NA	0.971651	NA
O35551	Rabep1	NA	0.971425	NA
O35593	Psmd14	NA	0.286834	0.21743
O35598	Adam10	+	0.0480324	0.42001
O35601	Fyb	NA	0.981554	0.0408977
O35604	Npc1	NA	0.971198	NA
O35615	Zfpm1	NA	0.185956	0.264986
O35639	Anxa3	NA	0.993886	-0.0243301
O35643	Ap1b1	NA	0.114907	0.271682
O35648	Cetn3	NA	0.970972	NA
O35654	Pold2	NA	1	-0.00797653
O35657	Neu1	NA	1	0
O35680	Mrps12	NA	0.970746	NA
O35685	Nudc	+	0.00260674	-0.934907
O35691	Pnn	NA	0.127778	-0.367591
O35704	Sptlc1	NA	0.116423	-0.372053
O35730	Ring1	NA	0.97052	-0.399066
O35737	Hnrnph1	+	0.0981409	0.271043
O35740	Cited2	NA	0.970294	NA
O35841	Api5	NA	0.641717	0.0885544
O35855	Bcat2	+	0.0135882	0.537823
O35857	Timm44	NA	0.676813	-0.29197
O35864	Cops5	NA	0.310174	0.15142
O35874	Slc1a4	NA	0.970068	NA
O35900	Lsm2	+	0.0135633	0.558753
O35943	Fxn	+	0.00748083	0.590869
O35955	Psmb10	+	0.00734328	0.452147
O35980	Nthl1	NA	0.969842	NA
O35984	Pbx2	NA	0.969617	NA
O54692	Zw10	NA	0.255492	-0.24439
O54734	Ddost	NA	0.497959	0.11392
O54774	Ap3d1	+	0.037743	0.37175
O54781	Srpk2	NA	0.913847	0.10108
O54782	Man2b2	+	0.0102727	0.786689
O54785	Limk2	+	0.0389087	0.431981
O54786	Dffa	+	0.0128709	0.622836
O54788	Dffb	+	0.00564427	1.42504
O54790	Mafg	NA	0.969391	NA
O54824	Il16	+	0.0147754	0.865451
O54825	Bysl	NA	0.156754	-0.235253
O54833	Csnk2a2	NA	0.769836	-0.0956732
O54834	Arhgap6	NA	0.142969	0.31945
O54879	Hmgb3	+	0.00496154	0.816534
O54890	Itgb3	NA	0.969166	NA
O54910	Nfkbie	NA	0.96894	0.50634
O54916	Reps1	NA	0.302957	0.278042
O54918	Bcl2l11	NA	0.968715	NA
O54940	Bnip2	NA	0.295991	0.267069
O54941	Smarce1	NA	0.592857	0.161523
O54946	Dnajb6	NA	0.148259	-0.33361
O54950	Prkag1	NA	0.96849	-0.30575600000000003
O54956	Pole2	NA	0.968265	-0.537603
O54962	Banf1	NA	0.221817	-1.5514
O54965	Rnf13	NA	0.96804	NA
O54988	Slk	NA	0.118481	-0.227843
O55003	Bnip3	NA	0.967815	NA
O55013	Trappc3	NA	0.282499	-0.214452
O55022	Pgrmc1	NA	0.606722	0.17332
O55028	Bckdk	NA	0.96759	-0.0530043
O55029	Copb2	NA	0.183289	0.179784
O55033	Nck2	NA	0.897012	-0.0435699
O55057	Pde6d	+	0.0376402	0.570456
O55098	Stk10	NA	0.348384	0.182463
O55106	Strn	NA	0.121832	0.317694
O55125	Nipsnap1	+	0.0104071	0.503173
O55135	Eif6	NA	0.646988	-0.0947005
O55142	Rpl35a	NA	0.769605	-0.10498
O55222	Ilk	+	0.0145632	0.481533
O55229	Chkb	+	0.0049378	0.651751
O55234	Psmb5	+	0.0669327	-0.508369
O55236	Rngtt	+	0.0591748	0.359347
O55242	Sigmar1	NA	0.967366	0.145244
O70126	Aurkb	+	0.00331429	-1.22775
O70145	Ncf2	+	0.0769424	0.354186
O70152	Dpm1	NA	0.662296	0.10432
O70172	Pip4k2a	+	0.041803	0.532776
O70194	Eif3d	NA	0.765955	-0.0559133
O70201	Birc5	+	0.00642424	-1.0564
O70250	Pgam2	NA	1	0
O70252	Hmox2	NA	0.135986	-0.474274
O70274	Ptp4a2	NA	0.624853	-0.259568
O70293	Grk6	NA	0.89608	0.064908
O70310	Nmt1	NA	1	0.00364939
O70311	Nmt2	NA	0.173327	0.346653
O70318	Epb41l2	NA	0.18766	0.192666
O70325	Gpx4	NA	0.966917	0.884053
O70348	Dxo	NA	0.449153	0.231185
O70378	Emc8	NA	0.645025	-0.101315
O70400	Pdlim1	NA	0.919942	-0.0257295
O70404	Vamp8	NA	1	-0.0141939
O70422	Gtf2h4	NA	0.966693	0.204947
O70435	Psma3	NA	0.682306	-0.151413
Q8BH40	Stx7	NA	0.966468	NA
O70445	Bard1	NA	0.966244	NA
O70469	Dok2	NA	0.334892	-0.237933
O70472	Tmem131	NA	0.96602	-0.537737
O70475	Ugdh	+	0.0505057	0.675153
O70481	Ubr1	NA	0.437802	-0.21337
O70494	Sp3	+	0.0777431	0.30559
O70496	Clcn7	NA	0.965797	NA
O70503	Hsd17b12	NA	1	0.00771014
O70551	Srpk1	NA	0.273018	-0.251087
O70579	Slc25a17	NA	0.899841	0.08638
O70591	Pfdn2	NA	0.811144	0.0639604
O88271	Cfdp1	NA	0.169959	-0.270751
O88325	Naglu	+	0.0652934	0.388873
O88342	Wdr1	NA	0.239667	0.234674
O88396	Grpel2	NA	0.965573	NA
O88425	Nme6	NA	0.965349	-0.39019
O88441	Mtx2	NA	0.116886	0.278087
O88455	Dhcr7	NA	0.965126	NA
O88508	Dnmt3a	NA	0.621105	0.0888335
O88509	Dnmt3b	NA	0.964902	NA
O88512	Ap1g2	NA	0.994083	-0.0155665
O88520	Shoc2	NA	0.905886	0.0459296
O88531	Ppt1	+	0.00575806	1.01054
O88532	Zfr	NA	1	0.00897725
O88543	Cops3	NA	0.283031	-0.176843
O88544	Cops4	+	0.038833	-0.452696
